BOLTE_FOOD_CLUSTER:Bread_Legumes	DECREASES_MARKER	UBERON:NA
BOLTE_FOOD_CLUSTER:Bread_Legumes	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S13_Escherichia_coli,_Bacteroides_fragilis
BOLTE_FOOD_CLUSTER:Cheese_Butter	DECREASES_MARKER	HP:0040156
BOLTE_FOOD_CLUSTER:Dairy_Cereals	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S18_Lactobacillus_delbrueckii
BOLTE_FOOD_CLUSTER:Dairy_Lean_beef	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S18_Lactobacillus_delbrueckii
BOLTE_FOOD_CLUSTER:Dairy_Lean_beef	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S20_Lactococcus_lactis
BOLTE_FOOD_CLUSTER:Eggs_Alcoholic_drinks	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S1_Acetate_butyrate_producers
BOLTE_FOOD_CLUSTER:Eggs_Alcoholic_drinks	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S8_Eggerthella_lenta,_Gordonibacter_pamelaeae
BOLTE_FOOD_CLUSTER:Fastfood	INCREASES_MARKER	HP:0040156
BOLTE_FOOD_CLUSTER:Fastfood	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S21_Clostridium_bolteae,_Coprobacillus
BOLTE_FOOD_CLUSTER:Fish_Nuts	DECREASES_MARKER	HP:0040156
BOLTE_FOOD_CLUSTER:Meat_Potatoes_Gravy	INCREASES_MARKER	HP:0040156
BOLTE_FOOD_CLUSTER:Pasta_Pizza	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S11_Bacteroides_faecis
BOLTE_FOOD_CLUSTER:Porridge_ready_Fish_fried_Chocolatemilk	INCREASES_MARKER	UBERON:NA
BOLTE_FOOD_CLUSTER:Ready_meals	DECREASES_MARKER	HP:0040156
BOLTE_FOOD_CLUSTER:Savoury_snacks	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S11_Bacteroides_faecis
BOLTE_FOOD_CLUSTER:Vegetables_Fruit_Tea	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:28_Haemophilus,_Veillonella
BOLTE_FOOD_CLUSTER:Wine_Alcohol	MODULATES_CLUSTER	BOLTE_MICROBE_CLUSTER:S1_Acetate_butyrate_producers
CHEBI:2509	CONTAINS	CHEBI:15354
CHEBI:2509	CONTAINS	CHEBI:16634
CHEBI:2509	CONTAINS	CHEBI:16828
CHEBI:2509	CONTAINS	CHEBI:16899
CHEBI:2509	CONTAINS	CHEBI:17164
CHEBI:2509	CONTAINS	CHEBI:17716
CHEBI:2509	CONTAINS	CHEBI:17750
CHEBI:2509	CONTAINS	CHEBI:17895
CHEBI:2509	CONTAINS	CHEBI:18295
CHEBI:2509	CONTAINS	CHEBI:28088
CHEBI:2509	CONTAINS	CHEBI:28197
CHEBI:2509	CONTAINS	CHEBI:28364
CHEBI:2509	CONTAINS	CHEBI:28499
CHEBI:2509	CONTAINS	CHEBI:30089
CHEBI:2509	CONTAINS	CHEBI:30854
CHEBI:2509	CONTAINS	CHEBI:3962
CHEBI:2509	CONTAINS	CHEBI:45713
CHEBI:30879	DECREASES_ABUNDANCE_OF	NCBITaxon:1304
CHEBI:30879	DECREASES_ABUNDANCE_OF	NCBITaxon:1309
CHEBI:30879	DECREASES_ABUNDANCE_OF	NCBITaxon:1343
CHEBI:30879	INCREASES_ABUNDANCE_OF	NCBITaxon:186802
CHEBI:30879	INCREASES_ABUNDANCE_OF	NCBITaxon:186803
CHEBI:30879	INCREASES_ABUNDANCE_OF	NCBITaxon:360807
CHEBI:30879	INCREASES_ABUNDANCE_OF	NCBITaxon:39486
CHEBI:30879	INCREASES_ABUNDANCE_OF	NCBITaxon:853
CHEBI:34533	CONTAINS	CHEBI:15354
CHEBI:34533	CONTAINS	CHEBI:16243
CHEBI:34533	CONTAINS	CHEBI:16634
